,Acidaminococcus,Alistipes,Anaerostipes,Anaerotruncus,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blautia,Butyricicoccus,Catenibacterium,Citrobacter,Clostridium,Collinsella,Coprococcus,Desulfovibrio,Dorea,Eggerthella,Enterobacter,Enterococcus,Eubacterium,Fusobacterium,Haemophilus,Holdemania,Klebsiella,Lactobacillus,Lactococcus,Leuconostoc,Megamonas,Megasphaera,Methanobrevibacter,Methanosphaera,Odoribacter,Oscillibacter,Parabacteroides,Paraprevotella,Parasutterella,Pediococcus,Phascolarctobacterium,Prevotella,Propionibacterium,Proteus,Roseburia,Rothia,Ruminococcus,Slackia,Streptococcus,Subdoligranulum,Sutterella,Turicibacter,Veillonella
PRISM|8462,6.928054075,2.198790756,-3.420752923,-1.868720433,2.486083733,-4.451586223,2.801286857,-3.704315201,5.332962087,-3.946832895,1.201713619,-3.59139886,4.859388964,6.72696519,3.26357937,-2.062717157,-4.229272752,1.895271194,-4.934254391,0.31522858,2.563423724,-2.90450399,1.494354431,1.08506977,-2.720016357,1.376772291,2.527384734,1.395789863,2.179992734,-1.602357547,0.155255503,0.651673935,1.93555328,2.277464285,-2.353832113,-0.282373923,0.095344185,-2.248395668,-2.406520551,-4.634193676,-2.917335517,-0.156168717,-4.095438668,0.675382035,-3.225927878,-0.411788872,4.502921249,1.345635451,3.597045702,-3.559004256,-0.140679029
PRISM|8464,-3.789721528,2.54651851,4.242935669,0.494404403,2.833712146,-4.104933509,0.138338624,-3.357662487,6.501119331,-3.60018018,1.549458098,-3.244746145,7.712012064,0.839805747,3.610232084,-1.716064442,-3.882620038,2.243015673,-4.587601676,4.425896127,-0.981757124,2.510128629,3.227600511,-2.346227343,-2.373363642,0.555614573,0.338879538,-1.099029176,2.527163908,0.985376447,0.501908218,0.999418415,2.282205995,2.624981011,-2.007179398,0.064278792,-2.653058424,-1.901742954,-2.059867836,-4.287540962,-2.570682802,4.293155093,-3.748785953,-5.035378954,-2.879275164,-0.065136158,3.122710277,1.692288166,-3.503875004,-0.12279183,3.056064676
PRISM|8466,0.357250645,2.276876478,-3.342693335,0.87492688,7.134924027,-4.373526635,-0.130254502,-3.626255613,4.208952723,-3.868773307,1.279799747,-3.513339271,5.728355594,0.570175704,3.341638958,-1.984657569,0.014280811,1.973357322,2.15547036,0.404834738,2.794104032,-2.826444401,-0.728931231,3.042788659,-2.641956768,0.755458327,3.484452191,-1.367622302,2.258064922,-1.524297959,0.233315092,0.729760064,2.013612868,4.696687778,-2.275772524,-0.204314334,1.15515779,-2.17033608,-2.328460962,-4.556134088,-2.839275929,-0.078109129,-4.01737908,-5.303972081,5.717178352,-0.333729284,1.591557153,5.902358595,-3.772468131,-3.480944668,-3.405690624
PRISM|8467,1.408495753,2.593452865,-3.025556054,2.907640593,8.015203091,-4.056389354,3.490302966,-3.309118332,1.115158483,-3.551636026,1.596367401,-3.19620199,4.539378937,0.886758509,3.658776239,-1.667520288,-3.834075883,2.289924976,-4.539057522,0.573100858,-0.933212969,-2.50930712,2.758179381,3.815628877,-2.324819488,4.381059479,0.331699698,-1.050485022,2.574931811,-1.207160678,0.550452373,1.046327718,2.330750149,5.32698187,-1.958635244,0.112822947,3.083601782,-1.853198799,-2.011323681,-4.238996807,-2.522138648,0.239028152,-3.700241799,-4.9868348,4.437452478,-0.016592003,0.395884379,1.740832321,-3.45533085,-3.163807387,-3.088553343
PRISM|8475,4.660462412,2.363940648,-3.256292341,-1.70425985,7.147857008,-4.287125641,3.183818323,-3.539854619,-2.595208604,-3.782372312,1.366874237,-3.426938277,4.177318845,0.657232292,3.618389147,-1.898256575,-4.06481217,2.060431812,-4.769793808,0.087876737,3.517426897,-2.740043407,-5.734874704,-2.528419475,3.177474983,6.190480109,-2.679175504,1.930537692,2.344785717,2.684939251,0.319716086,0.816834553,2.100013862,2.442478846,3.459813162,-0.11791334,-2.835250556,6.405970767,-2.242059968,-4.469733094,-2.752874935,0.008291866,-3.930978085,-5.217571086,4.23193678,-0.24732829,0.165148093,1.510096034,-3.686067136,-3.394543674,5.271601291
PRISM|8480,-3.076479553,6.405446459,-2.360858234,-0.808825743,8.433193157,7.515294171,0.851580599,-2.644420512,-1.699774497,-2.886938206,2.260468016,-2.53150417,4.040003365,1.550875016,4.323474059,-1.002822468,-3.169378063,2.954025591,-3.874359701,-0.543000369,-0.268515149,-1.8446093,-4.839440597,-1.632985368,-1.660121667,1.268856547,-1.783741397,-0.385787201,3.239346236,-0.542462857,1.215150193,1.710428332,2.995447969,3.336456767,-1.293937423,0.777520767,-1.939816449,-1.188500979,-1.346625861,-3.574298987,-1.857440828,0.903725972,-3.035543978,-4.32213698,-2.166033189,0.648105817,1.0605822,2.405530141,5.30781344,-2.499109567,-2.423855523
PRISM|8483,6.490541182,2.942915253,0.454565195,-1.802335827,4.732742603,-4.385201617,4.384630096,-3.637930595,-0.695810909,-3.880448289,1.270082281,1.318477242,5.088210852,0.560406239,3.329963975,-1.996332551,-4.162888147,1.963639856,-0.205723384,0.194107769,-1.262025232,-2.838119384,-1.958367955,-2.626495451,0.082506678,2.724353945,2.123598729,4.357090504,2.247319754,7.296244218,0.221640109,0.720042597,2.001937886,2.3454192,2.11865932,-0.215989317,0.725042542,-2.182011063,-2.340135945,-4.567809071,-2.850950911,-0.089784111,-4.029054062,-5.315647063,-3.159543272,-0.345404267,1.493723295,1.412020057,-3.784143113,-3.49261965,-0.775110188
PRISM|8485,5.90455345,2.810030194,-1.689066209,3.804084463,2.60662179,-4.356324711,6.211479684,3.578113516,3.09477673,2.084337718,1.296936589,-3.496137347,6.636036872,5.050451373,3.358840882,-1.967455645,-4.13401124,1.990494164,-4.838992878,0.636967593,-1.233148326,1.364400677,-5.804073774,-2.597618545,-2.624754844,0.807717489,-0.641015425,-1.350420378,2.510766399,-1.507096035,0.250517016,0.746896906,2.030814792,2.372695299,6.536956058,-0.18711241,-2.904449626,-2.153134156,-2.311259038,-4.538932164,-2.822074005,-0.060907205,-4.000177155,-5.286770157,-3.130666366,-0.31652736,3.857405372,1.440896964,-3.755266206,-3.463742744,0.18834196
PRISM|8496,-0.180129275,2.915371291,3.690638228,1.616423926,5.353054239,-3.736798377,0.506473756,-2.989527354,5.538793317,-3.232045048,1.918322034,-2.876611013,6.355449818,1.208650331,3.978367216,-1.34792931,-3.514484906,2.611879609,-4.219466544,0.64421915,7.997456894,-2.189716143,-5.18454744,1.190655032,-2.00522851,0.955188392,-2.128848239,3.639497206,2.895645302,-0.8875697,0.87004335,1.36828235,2.650341127,2.993693021,-1.639044266,0.432413924,-2.284923292,-1.533607822,-1.691732704,-3.91940583,-2.20254767,0.55861913,-3.380650821,-4.667243822,-2.511140032,0.302998974,2.819215849,2.060423298,-3.135739872,-2.844216409,-2.768962366
PRISM|8502,-3.4713518,2.86545037,2.149834311,-1.20369799,3.1525921,-3.786563781,7.164841805,-3.039292759,-2.094646744,5.234095442,1.868398696,-2.926376417,6.597315093,1.158731185,3.928601812,-1.397694714,-3.56425031,2.561956271,-4.269231948,-0.937872616,5.211905825,-2.239481547,4.044223526,-2.027857615,-2.054993914,0.8739843,-2.178613644,-0.780659448,2.845804851,-0.937335104,0.820277946,1.318359012,2.600575722,2.943802599,-1.68880967,0.38264852,-2.334688696,7.341092352,-1.741498108,-3.969171234,-2.252313075,0.508853726,-3.430416225,-4.717009226,-2.560905436,0.25323357,0.665709953,2.010657894,-3.185505276,-2.893981813,-2.81872777
PRISM|8503,-4.310805473,6.419790023,-3.595184153,2.281124523,5.016162208,-4.626017453,1.494211597,2.810512454,1.004746147,-4.121264125,1.029101862,-3.76583009,3.708608992,0.319430188,4.41541027,-2.237148387,-4.403703982,1.722659437,-5.108685621,2.525305431,6.300902433,-3.07893522,-6.073766517,0.195428816,1.993281383,2.799658169,1.709077415,-1.620113121,2.006425705,-1.776788777,5.999778799,0.479062179,3.69110949,2.104473078,4.062092073,-0.456805153,2.432119128,-2.422826898,-2.580951781,-4.808624906,-3.091766747,-0.330599947,2.935948658,-5.556462899,4.347481207,-0.586220102,0.993971341,1.171204222,-4.024958949,-3.733435486,-3.658181442
PRISM|8511,-3.63596735,2.701828297,7.373302612,3.494830471,2.988878357,-3.95117933,7.190287764,-3.203908308,4.458118322,-3.446426002,1.704792055,-3.090991966,5.998312246,0.995097774,3.763986263,-1.562310264,-3.728865859,2.39834963,-4.433847497,1.893808916,5.127358396,-2.404097096,-5.398928393,3.246299198,-2.219609463,0.709368751,-2.343229193,-0.945274997,2.681668822,-1.101950654,0.655662397,1.154752371,2.435960173,2.77998576,3.582495665,0.218032971,-2.499304245,-1.747988775,-1.906113657,-4.133786783,-2.416928624,0.733993574,-3.595031775,-4.881624776,-2.725520985,0.088618021,2.715208677,1.846042345,-3.350120826,-1.230689689,-2.983343319
PRISM|8513,-3.979063413,4.753118493,-3.263442094,1.222934924,7.512586085,-4.294275394,2.577540526,1.964294163,-1.259587445,-3.789522065,1.363484602,-3.43408803,3.250896995,0.653742927,5.671617864,-1.905406327,-4.071961923,2.057042177,-4.776943561,-1.445584228,5.842192406,-2.74719316,-0.072660651,0.84043975,-0.996127023,3.393482993,-2.686325256,-1.288371061,2.339423486,-1.445046717,0.312566333,0.813444919,2.98465122,4.737949345,4.614300958,-0.125063093,1.048877652,-2.091084839,-2.249209721,-4.476882847,-2.760024688,0.001142113,3.715692368,-5.224720839,1.035928869,-0.254478043,0.15799834,2.680033235,-3.693216889,0.111335948,-3.326439383
PRISM|8515,-3.453258728,2.881576568,-2.737637409,1.539206486,5.169656837,-3.768470709,1.876156237,-3.021199687,7.37041262,-3.263717381,1.884494297,-2.908283345,4.140532021,1.174879865,5.234278081,-1.379601643,-3.546157238,7.842757966,-4.251138876,1.089797657,2.337023267,-2.221388475,-5.216219772,1.45666073,-2.036900842,0.892077372,-2.160520572,-0.762566376,2.8629493,-0.919242033,0.838371018,1.334454614,2.618668794,2.960314852,-1.670716598,0.400741592,-2.316595624,-1.565280154,-1.723405036,1.208900725,-2.234220003,0.526946797,-3.412323154,-4.698916155,3.775172915,0.271326642,4.395587239,2.028750966,-3.167412204,-2.875888742,-2.800634698
PRISM|8523,1.307880577,2.10064944,-3.522430381,-1.970397891,2.387616018,-4.553263681,3.67508179,-3.805992659,1.711623415,-4.048510353,1.103627248,-3.693076317,6.333843416,3.36415543,3.161901912,-2.164394615,1.167906974,1.797184823,-5.035931848,1.145782337,6.386771404,1.986653856,2.587726357,3.475171864,-2.821693814,1.287705439,-2.945313544,-1.547359348,2.08002174,-1.704035005,0.053578046,0.553587565,1.833875822,2.17862952,-2.45550957,-0.38405138,-3.101388596,-2.350073126,-2.508198008,6.748712673,1.273097804,-0.257846175,2.167462234,-5.483709127,-3.327605336,-0.51346633,-0.100989947,1.243957994,-3.952205176,-3.660681714,2.793918243
PRISM|8534,-2.577175082,2.639143794,-2.988036621,-1.43600413,2.951796926,-4.018869921,1.888331949,-3.271598898,-2.326952884,-3.514116592,1.642185072,-3.158682557,3.617699048,0.932356302,3.696295672,-1.630000854,-3.79655645,2.335742647,-4.501538088,1.721043349,-0.895693535,2.612634525,8.151649227,-2.260163754,-2.287300054,4.002256103,4.011746415,-1.012965588,2.616398265,-1.169641244,0.587971806,1.092145388,2.368269583,2.7163222,-1.92111581,0.15034238,-2.566994836,3.320996554,-1.973804248,-4.201477374,-2.484619214,0.276547586,-2.139517851,2.639364137,-2.793211576,0.02092743,3.452363382,1.778351754,-3.417811416,-3.126287953,4.247255035
PRISM|8537,3.762115519,2.666768805,8.096182117,-1.401995357,2.953946008,-3.984861147,0.258410985,-1.751500756,5.653156896,-3.480107819,1.669711159,-3.124673784,5.297693827,0.960054009,3.730304445,-1.595992081,1.060979295,2.363268734,-4.467529315,3.445479348,-0.861684762,-2.437778914,-5.432610211,-2.226154981,2.596908396,0.675686934,2.023929697,-0.978956815,2.64732211,-1.135632471,0.621980579,1.119671476,2.402278356,2.745196396,-1.887107037,0.184351153,-2.532986063,-1.781670593,-1.939795475,-0.431296507,-2.450610441,0.310556359,0.153725816,-4.915306593,-2.759202802,0.054936204,1.803585733,1.812360527,-3.383802643,-3.09227918,-3.017025136
PRISM|8550,-0.431021181,2.883114422,0.411449317,-1.196378863,3.169305638,-3.779244653,0.464027479,-3.031973631,3.61386563,-3.274491325,1.886222671,3.917292827,8.41711768,1.17627771,3.935920939,-1.390375587,0.97522091,2.579780246,-4.261912821,5.112122006,-0.656068268,-2.23216242,2.210744876,-2.020538487,0.439259288,0.920144702,-2.171294516,1.905231984,2.858129234,-0.930015977,0.827597073,1.336182988,2.60789485,2.959446185,-1.681490543,0.389967647,-2.327369569,-1.576054098,-1.734178981,-3.961852106,-2.244993947,0.516172853,-3.423097098,-4.709690099,-2.553586308,0.260552698,0.67302908,2.017977021,-3.178186149,-2.886662686,-2.811408642
PRISM|8564,0.279680777,2.563163095,-3.058071809,-1.506039319,5.970758463,-4.088905109,6.736269006,-3.341634087,5.197076042,-3.584151781,1.566112261,-3.228717745,5.637234458,0.856443293,3.626260484,-1.700036043,-3.866591638,2.259669836,-4.571573276,3.977112353,3.446144579,-2.541822875,-0.980837269,-2.330198943,-2.357335242,0.695366776,2.383630547,-1.083000776,2.543489606,-1.239676433,0.517936618,1.016072578,2.298234394,5.162678454,-1.991150998,0.080307192,-2.637030024,3.749323156,-2.043839436,-4.271512562,-2.554654403,0.206512397,1.717394777,-5.019350555,-2.863246764,-0.049107758,4.150324254,1.708316566,-3.487846604,-3.196323142,-0.752857369
PRISM|8565,-1.137672183,2.594681833,-3.043572573,-1.491540082,3.63824677,-4.074405872,0.78696577,-3.32713485,6.062042875,-3.569652544,1.588387567,-3.214218509,7.952124761,0.878512958,3.64075972,-1.685536806,-1.733713505,2.281945142,-4.55707404,-1.120212468,-0.270023026,-2.527323639,4.001384189,-2.315699706,-1.086071069,0.586142209,5.265176583,-1.06850154,2.561691374,-1.225177196,0.532435854,1.038347883,2.312733631,2.662164351,0.348946169,0.094806428,-2.622530788,-1.871215317,-2.0293402,0.563610861,-2.540155166,0.221011634,-1.691411125,1.76745955,-1.888080758,-0.034608521,1.461246994,1.722815802,-3.473347368,-3.181823905,2.216401847
PRISM|8573,-0.240324074,2.203464665,-3.529434705,-1.977402214,4.219391367,0.898552726,7.403255808,-3.812996983,1.128294584,-4.055514677,1.092854056,-3.700080641,3.146115916,0.383235447,3.154897588,-2.171398939,-4.337954534,1.786411631,-5.042936172,-0.791513494,1.915654465,-3.013185771,1.377438206,3.259111396,-2.828698138,5.25803926,4.383130647,-1.554363672,2.071226555,-1.711039328,0.046573722,0.542814372,1.826871498,2.168641827,-2.462513894,-0.391055704,-3.10839292,-2.35707745,0.487861475,4.451216468,-3.026017299,-0.264850499,-4.204120449,-5.490713451,0.527749283,-0.134118657,3.678450549,4.209511249,-3.9592095,1.336885259,1.207263147
PRISM|8577,-3.765302655,5.766857399,-3.049681335,-1.497648845,6.368483924,-4.080514635,6.213268545,-3.333243613,3.584951207,-3.575761307,4.912901792,-3.220327271,3.560469448,0.863820032,4.923499949,-1.691645569,-3.858201164,2.267018916,-4.563182802,-1.23182347,5.157449378,-2.533432401,-5.528263698,-0.03413714,1.119765939,6.435692162,-2.472564498,-1.074610302,2.551385371,-1.231285959,0.526327092,1.023421658,2.306624868,6.655505681,-1.982760524,4.891466184,-2.62863955,-1.87732408,-2.035448962,-4.263122088,-2.546263929,0.214902871,-3.72436708,-5.010960081,5.004883058,-0.040717284,4.565895153,1.71670704,-3.479456131,-3.187932668,-3.112678624
PRISM|8589,-4.987832826,4.840975668,-4.272211506,1.453463647,4.619665206,4.502821752,3.486539665,-4.555773784,1.843118594,-4.798291478,0.348660613,0.882150548,2.128399881,0.19627098,2.412120787,-2.91417574,-5.080731335,1.042218188,-5.785712974,-2.454353641,1.677697891,-3.755962573,3.176598227,4.447378994,-3.57147494,-0.642496725,-3.695094669,-2.297140474,1.327777522,-2.45381613,-0.696203079,-0.20137907,1.084094697,1.424744245,-3.205290696,-1.133832505,-3.851169721,-3.099854251,3.755513392,5.050773136,-3.7687941,-1.0076273,-4.946897251,0.117849608,3.494963827,4.310717204,3.769155346,5.262665051,2.524023737,1.354897664,2.640860698
PRISM|8591,-1.948917536,2.097775447,4.60327457,-0.369866057,2.38464978,-4.557139109,-0.313866976,-3.809868087,5.020371854,1.316780605,1.100768781,-0.203133609,6.850432841,0.39102319,3.158026484,-2.168270043,0.580939194,1.794326356,-5.039807276,2.03561748,5.008696773,2.765446377,-3.672414357,-2.798432943,-2.825569242,1.128236804,2.857767295,-1.551234776,2.07663015,4.217304415,0.049702618,0.550729097,1.830000394,2.175559501,-2.459384998,-0.387926808,-3.105264024,6.159956723,-2.512073436,4.465884839,-3.022888403,-0.261721603,-4.200991554,-5.487584555,-3.331480764,-0.517341758,-0.104865375,1.240082566,-3.956080604,-3.664557142,-3.589303098
PRISM|8592,0.029196439,2.274891561,-3.343783847,1.19410326,4.122094913,-4.374617147,-0.054333216,-3.627346125,3.330622135,2.447079057,1.277800902,-3.514429784,3.510855988,0.568201022,3.340548446,-1.985748081,-4.152303676,6.244212056,-4.857285315,0.812472304,6.639293015,-2.827534914,-5.822366211,2.571890482,-2.643047281,5.162579703,0.611536051,-1.368712815,2.256543279,-1.525388471,0.23222458,0.727761218,2.012522356,2.353735662,-2.276863037,-0.205404847,1.000160074,0.844500966,-2.329551474,-4.5572246,2.293993453,-0.079199641,-4.018469592,-5.305062593,6.561217413,-0.334819796,2.873004836,4.572826251,-3.773558643,-3.48203518,-3.406781136
PRISM|8605,-3.790538859,3.061384488,-3.07491754,-1.522885049,2.831406438,-4.10575084,7.311081193,-3.358479818,-2.413833803,3.912354009,1.546975286,-3.245563476,3.326256297,0.837367208,6.497435513,-1.716881774,6.017532212,2.240532861,-4.588419007,-1.257059675,1.675292895,-2.558668606,5.680208582,4.73417926,-2.374180973,0.554797241,-2.497800703,-1.099846507,2.525555789,-1.256522163,0.501090887,0.996935603,2.281388663,2.622845713,3.094975321,0.063461461,-2.653875755,-1.902560285,-2.060685167,-4.288358293,-2.571500134,0.189666667,5.635629417,-5.036196285,-2.880092495,-0.065953489,0.346522894,1.691470835,-3.504692335,-3.213168873,-3.137914829
PRISM|8624,4.654660859,3.547810868,3.527053445,3.214375082,6.438396326,-4.600731338,-0.357459205,-3.853460316,2.261580018,-4.09597801,1.054420137,-3.740543975,5.119149564,6.070553682,3.114434255,-2.211862272,-4.378417867,1.747977712,-5.083399506,0.294956441,5.232456464,-3.053649105,-6.048480402,-2.842025172,0.514556292,0.496634118,0.233522055,-1.594827006,2.031727102,5.130209437,0.006110388,0.504380453,3.861364316,2.129784651,-0.009546858,-0.431519038,0.098191435,-2.397540783,-2.555665665,2.174981158,-3.066480632,-0.305313832,-0.256065128,-5.531176784,-3.375072993,-0.560933987,0.094931925,1.196490337,2.940486051,-3.708149371,-3.632895327
PRISM|8628,-4.16504596,4.765565975,-3.449424641,3.136477417,5.245105884,3.784956779,-0.236985808,-3.732986919,4.17513965,-3.975504612,1.175918006,-3.620070577,3.204344856,0.4662183,4.00172895,-2.091388874,-4.25794447,1.869475581,-4.962926108,0.512619427,5.541742172,-2.933175707,-5.928007004,2.333006464,0.1573735,1.716288675,-0.112266822,-1.474353608,2.152687468,-1.631029264,7.165255999,0.625878322,5.558310584,2.251069112,-0.125920331,-0.31104564,0.936006261,-2.277067386,-2.435192268,-4.662865394,-2.946007235,-0.184840434,-4.124110385,1.740595395,3.975651232,-0.44046059,3.249537636,1.316963734,-3.879199436,-3.587675973,-3.51242193
PRISM|8629,-1.507915875,3.230229349,-2.401178607,-0.849146116,3.522398477,-3.432011907,0.811260226,-2.684740884,-1.74009487,-2.927258578,2.233335786,-2.187844918,4.006971503,1.523393969,4.283153686,-1.04314284,-3.209698436,2.926893361,-3.914680074,8.818353935,-0.308835521,-1.884929673,-4.87976097,-1.673305741,-1.182952847,3.813826478,0.950280878,4.513277482,3.205304825,-0.58278323,1.17482982,1.683296103,2.955127597,3.306584029,-1.334257796,0.737200394,-1.980136822,-1.228821352,-1.386946234,-3.61461936,-1.8977612,0.8634056,-0.87624145,0.21759756,-2.206353562,0.607785444,1.020261827,2.365209768,-2.830953402,-2.539429939,-2.464175896
PRISM|8667,-3.743108099,6.41060816,3.766961385,2.109948612,7.320208481,-4.05832008,2.231452824,-3.311049058,4.391249672,-3.553566752,1.595428808,-3.198132716,5.881335942,5.842093861,3.656845513,-1.669451014,-3.836006609,2.288986383,-4.540988247,-1.209628915,2.624190109,-2.511237846,-5.506069143,-2.299613914,-2.326750213,4.55587501,-2.450369943,-1.052415747,2.573472085,1.241308103,0.548521647,1.045389124,5.733604851,2.671085775,-1.960565969,0.110892221,2.15619452,3.930411322,-2.013254407,-4.240927533,-2.524069374,0.237097426,-1.497057757,-4.988765526,-2.832661735,-0.018522729,0.393953654,1.738901595,-3.457261575,-3.165738113,-3.090484069
PRISM|8675,-0.23299507,2.251973406,3.011890776,-1.815251494,2.539292854,-4.398117284,-0.154845151,-3.650846262,4.73485082,-3.893363956,1.254891811,-3.53792992,6.438339557,0.545276206,3.317048309,-2.009248218,3.502896917,1.948449386,-4.880785451,-1.549426119,7.020833623,-2.85103505,2.654712597,-2.639411118,4.855784982,0.262430797,-2.790167147,-1.392212951,2.233323653,-1.548888608,0.208724443,0.704852128,1.989022219,2.330703163,-2.300363173,-0.228904983,-2.946242199,-2.194926729,-2.353051611,-1.198543816,-1.098073285,-0.102699778,5.430658327,1.335282039,-3.172458939,-0.358319933,4.060641211,1.399104391,-3.79705878,-3.505535317,-3.430281273
PRISM|8683,-4.242294885,2.094634754,-3.526673566,-1.974641075,2.381764717,1.831739724,5.889449639,-3.810235843,-2.865589829,-4.052753537,1.097585061,-3.697319502,3.509070945,3.675410415,3.966050765,-2.168637799,-4.335193395,1.791142636,-5.040175033,2.134998283,-1.43433048,1.201645401,-1.901663474,-2.798800699,4.700396575,4.433262443,0.980952013,-1.551602533,2.074923277,-1.708278189,0.049334861,0.547545377,1.829632638,2.172961984,-2.459752755,-0.131793108,-3.105631781,-2.354316311,-2.512441193,7.076978648,-3.023256159,-0.262089359,-4.20135931,0.410150426,2.03325158,3.481919818,5.433611766,1.239714809,-3.956448361,-3.664924898,4.74207452
PRISM|8692,-4.007298174,4.219289551,-3.291676854,2.666063134,7.115267051,6.804533575,-0.079238021,1.868793797,0.982201819,-2.220245713,1.331505216,-3.46232279,3.495839054,0.62186286,3.925637466,3.947736544,-4.100196683,2.025062791,-4.805178321,-1.473818989,5.143001162,-2.77542792,-5.770259217,2.738260516,1.432419188,0.338037927,-0.44180202,-1.316605822,2.309408561,-1.473281478,2.506591597,0.781465532,5.405335375,4.075628419,-2.224756044,-0.153297853,-2.870635069,-2.119319599,-2.277444481,-4.505117607,-2.788259448,-0.027092648,-3.966362599,-5.2529556,3.99643558,-0.282712803,0.129763579,1.474711521,-3.72145165,-0.573420268,-3.354674143
PRISM|8696,-3.690412737,2.644313388,-2.974791418,-1.422758928,7.247649349,-4.005624718,7.57156865,-3.258353696,3.024526432,-3.50087139,1.647229418,-3.145437354,4.852911705,0.937617935,3.709540875,-1.616755652,-3.783311247,2.340786993,-4.488292885,-1.156933553,3.149381337,-2.458542484,3.160798238,4.639415318,-2.274054851,0.654923363,1.960511147,-0.999720385,2.625742666,-1.156396042,0.601217009,1.097189734,2.381514785,2.723073119,5.186866531,0.163587583,-2.553749633,-1.802434163,-1.960559045,-4.188232171,-2.471374012,0.289792788,-3.649477163,1.402705314,-2.779966373,0.034172633,3.054814307,1.791596957,-3.404566213,-3.113042751,-3.037788707
PRISM|8728,0.973636706,4.597607351,-3.694219481,1.877819973,4.772422502,4.594489507,1.665187848,-0.013089102,-0.752934777,-4.503837201,3.471581981,-4.148403166,2.479697095,-0.058161651,2.717900209,2.202529869,-4.786277059,1.344326172,-5.491258697,-2.048975801,6.45396796,-3.461508296,-4.910306818,-3.249884363,-2.816290591,-0.333046133,0.867990292,-2.002686197,1.625869629,-1.456197624,4.768076206,0.100728913,4.708275359,2.017496156,3.273772264,3.797802832,-0.702509571,-2.805399975,-2.963524857,4.575187476,-3.474339823,-0.713173023,2.137826155,-4.910306818,-3.451406175,2.63721684,-0.556316796,1.830212541,1.572099472,-3.718912796,-4.040754519
PRISM|8734,-2.353880604,3.750004662,0.663729416,1.994392312,5.553929203,-4.746325504,6.206032852,1.885531355,2.055352462,-4.241572176,0.907178431,-3.886138141,3.331140192,4.448894083,2.968840088,-2.357456438,-4.524012034,1.600736006,-5.228993672,-1.897634339,6.417946213,-3.199243271,-6.194074568,2.819259254,3.795471333,3.377870009,0.044355352,-1.740421172,1.88535035,-1.897096828,-0.139483778,0.357138747,1.640813999,3.744094937,-2.648571394,-0.577113204,-3.29445042,-2.54313495,-2.701259832,-0.565515489,-1.598530495,-0.450907998,-4.390177949,-0.901987725,-3.520667159,-0.706528154,2.279973469,3.047624938,4.639262526,0.668744596,-3.778489493
PRISM|8735,-2.165068057,3.328541485,-3.980617617,-2.428585127,5.158222738,1.724274543,4.501345368,-3.144950784,0.239841995,-4.506697589,0.642570957,-4.151263553,3.055967768,4.307019661,2.703714676,-2.622581851,-4.789137446,1.336128532,-0.479112432,-2.162759752,-0.969823307,-3.464368684,6.464689061,2.285208166,-1.041311675,-0.072982865,1.602760088,-2.005546585,1.620470887,2.534923683,-0.40460919,0.092531273,1.375688586,1.718170978,-2.913696807,-0.842238617,-3.559575832,-2.808260362,-2.966385244,-0.41579162,-3.477200211,-0.716033411,-4.655303362,3.066090962,-1.557849719,-0.971653566,3.320971432,0.785770758,5.626053272,2.734464259,3.047984138
PRISM|8746,-2.962879434,3.208378568,-2.42450205,-0.872469559,3.503896529,-3.45533535,0.796426885,-2.708064328,-1.763418313,-2.950582021,2.211507637,-2.595147986,3.984477156,1.501526552,4.259830243,-1.066466284,-3.233021879,2.905065212,-3.938003517,-0.600505462,-0.302519743,-1.908253116,-4.903084413,-1.696629184,8.603395874,7.140008605,-1.847385213,-0.449431017,3.182696039,-0.606106673,1.151506377,1.661467954,2.931804153,3.28444696,-1.357581239,0.713876951,-2.003460265,2.703852787,-1.410269677,-1.309287763,-1.921084644,0.840082157,-2.715273337,0.068614941,-1.206080191,0.584462001,2.532162319,2.341886325,-2.854276845,-2.562753383,-2.487499339
PRISM|8749,-2.813170931,2.350568117,-1.03098584,-1.721670025,5.178834955,-4.304535815,0.062888259,-3.557264793,0.264250859,-0.19401976,1.353564384,3.848969894,3.277422982,0.643813703,3.410629777,-1.915666749,-4.082222345,2.047121959,5.602339495,-1.376137902,-1.007331066,-2.757453582,-5.752284879,-2.545829649,4.409533667,2.761913459,-1.00341472,-1.298631483,2.329324967,1.392425435,0.302305911,0.8035247,2.082603688,2.428315118,7.57432398,-0.135323515,-2.852660731,-2.10134526,-2.259470143,-1.283890735,-2.770285109,-0.009118309,-0.863738537,-3.319902718,-2.685521569,-0.264738464,0.594021705,1.492685859,5.389265287,-3.411953848,-2.282079684
PRISM|8753,-2.636043533,3.334523765,-3.75936547,-2.207332979,5.795083442,-4.79019877,4.800776868,1.362973263,0.332378825,-4.285445441,0.864905476,-3.930011406,5.367066837,0.155234202,2.924966823,-2.401329703,-4.567885299,1.558463051,-0.004272903,-1.941507605,2.782214363,-3.243116536,-0.569209425,0.411921318,4.63068292,-0.129650689,2.942934501,-1.784294437,1.842237228,5.374301227,-0.183357043,0.314865793,1.596940733,3.629688103,5.461988892,-0.620986469,-3.338323685,-2.587008215,-2.745133097,-0.774192463,-3.255948064,-0.494781263,-4.434051214,-5.720644215,-3.394708772,-0.750401419,0.890879703,1.007022905,6.085855257,-0.256935949,1.338230569
