,Acidaminococcus,Alistipes,Anaerostipes,Anaerotruncus,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blautia,Butyricicoccus,Catenibacterium,Citrobacter,Clostridium,Collinsella,Coprococcus,Desulfovibrio,Dorea,Eggerthella,Enterobacter,Enterococcus,Eubacterium,Fusobacterium,Haemophilus,Holdemania,Klebsiella,Lactobacillus,Lactococcus,Leuconostoc,Megamonas,Megasphaera,Methanobrevibacter,Methanosphaera,Odoribacter,Oscillibacter,Parabacteroides,Paraprevotella,Parasutterella,Pediococcus,Phascolarctobacterium,Prevotella,Propionibacterium,Proteus,Roseburia,Rothia,Ruminococcus,Slackia,Streptococcus,Subdoligranulum,Sutterella,Turicibacter,Veillonella
PRISM|9033,4.719031793,4.011770219,-3.187652366,2.162283485,3.132409764,-4.218485666,0.513310486,-3.471214643,-2.526568629,-3.713732337,5.251967191,-3.358298302,3.213522809,0.724634745,4.072208196,-1.829616599,-3.996172195,2.127800462,-4.701153833,-0.118722755,5.19017149,-2.671403432,-5.666234729,1.682552706,-2.486915799,0.442062416,-2.610535528,-1.212581333,2.412822115,1.804654572,5.145420192,5.074974879,5.005052975,2.510112808,4.337062176,4.815151669,-2.766610581,-2.015295111,-2.173419993,7.547181096,-2.684234959,0.076931841,-3.86233811,-5.148931111,-2.992827321,-0.178688315,0.233788068,1.578736009,-3.617427161,-3.325903698,-3.250649655
PRISM|9074,-4.199319289,2.148555011,0.158131734,-0.159204108,2.434679745,-4.514531269,5.756404613,-3.767260247,3.662704348,-4.009777941,1.151674438,-3.654343906,4.828814405,0.441710082,3.200634323,-2.125662203,-1.252180735,1.845232013,-4.997199437,0.976749182,6.682569581,-2.967449036,0.613221302,3.855685212,-2.782961403,6.28498129,-1.617472295,-1.508626937,2.123195472,-1.665302593,0.092310457,0.601634755,1.872608234,4.874412329,-2.416777159,-0.345318969,3.092008405,5.457415362,-2.469465597,-4.697138723,-2.980280563,-0.219113763,3.624441867,-5.444976715,-3.288872925,-0.474733919,2.629752826,1.282690405,-3.913472765,-0.674079634,-3.546695258
PRISM|9079,-3.247059785,3.181354731,-2.531438466,-0.979405975,6.072919723,-3.562271766,0.681000367,2.012973595,-1.870354729,-3.057518438,2.098438623,-2.702084402,3.90562848,1.388618949,4.178359564,-1.1734027,-3.339958295,2.791996198,-4.044939933,-0.713580601,3.949489011,-2.015189532,-5.010020829,-0.676276557,-1.830701899,1.098276315,-1.954321629,-0.556367433,3.072832169,-0.713043089,1.044569961,1.548398939,4.277753637,3.830518706,-1.464517655,0.606940535,-2.110396681,-1.359081211,-1.517206093,8.552681482,-2.02802106,0.73314574,-3.20612421,-4.492717212,5.752964809,0.477525585,0.890001968,2.234949909,-2.961213261,-2.669689799,-2.594435755
PRISM|9126,-3.85546554,5.15472323,-3.139844221,0.514988448,7.812279368,-4.17067752,0.072594612,-3.423406498,1.79841336,-3.665924192,1.48432409,-3.310490157,3.376010586,0.774655541,4.672634924,-1.781808454,-3.94836405,2.177881665,-4.653345688,-1.321986355,4.361929695,-2.623595287,0.723098487,2.861952138,-2.439107654,0.489870561,0.351824743,-1.164773188,2.461709706,-1.321448844,0.436164206,0.934284407,4.413764724,4.082392038,-2.07292341,-0.00146522,3.958703166,-1.967486966,-2.125611848,-4.353284974,-2.636426814,0.124739986,-3.814529965,1.228693061,5.019595413,-0.13088017,2.77948835,1.626544154,-3.569619016,1.002046879,-3.202841509
PRISM|9148,-3.557392884,6.076817739,-2.841771564,1.516048205,8.015454414,5.890915423,4.598926618,1.42971165,2.517153749,-3.367851536,1.783225837,-3.0124175,4.218250279,1.073535287,3.842560729,-1.483735798,-3.650291393,2.476783412,-4.355273032,-1.023913699,2.411930769,-2.32552263,1.417358434,2.284337615,-2.141034998,0.787943217,-2.264654727,-0.866700532,2.760176408,-1.023376188,0.734236863,1.233186153,4.804929346,2.858448842,-1.774850754,0.296607437,-2.420729779,-1.669414309,-1.827539191,-4.055212317,-2.338354158,0.422812642,-3.516457309,-4.80305031,-2.646946519,0.167192487,0.579668869,1.924616811,-3.27154636,-2.980022897,-2.904768853
Validation|LLDeep_0001,-3.563910711,3.848194033,-2.848289392,-1.296256902,4.977072009,2.199392978,3.077026191,-3.13185167,-2.187205655,-3.374369364,1.777612588,-3.018935328,3.555096141,1.067898055,4.993844948,-1.490253626,-3.656809221,2.471170163,-4.361790859,-1.030431527,8.019214115,-2.332040458,-5.326871755,-2.120416526,-2.147552825,0.781425389,-2.271172555,-0.873218359,2.754088698,-1.029894016,6.668469922,1.227572904,2.508016811,2.852647253,2.935901656,3.945051266,-2.427247607,-1.675932137,-1.834057019,5.199463653,-2.344871986,0.416294814,-3.522975136,-4.809568138,3.924436092,0.160674659,0.573151042,1.918098983,-3.278064187,-2.986540725,-2.911286681
Validation|LLDeep_0003,-3.082007114,5.853026229,-2.366385794,-0.814353304,6.026415361,-3.397219094,0.846053039,-2.649948072,-1.705302057,-2.892465766,2.257243562,-2.537031731,4.035745532,1.547589324,8.424693211,-1.008350028,-3.174905623,2.950801137,-3.879887262,-0.548527929,2.824822612,-1.850136861,-4.844968158,-1.638512928,-1.665649228,1.263328987,-1.789268957,-0.391314762,3.234912074,-0.547990418,1.209622633,1.707203879,2.989920409,3.332751661,4.027415186,0.771993206,-1.94534401,-1.194028539,-1.352153421,-3.579826547,-1.862968388,0.898198412,-3.041071539,-4.32766454,7.518090939,0.642578257,1.055054639,2.400002581,-2.79616059,-2.504637127,-2.429383083
Validation|LLDeep_0010,-3.638555004,6.934239459,5.194516284,-1.370901194,7.30757129,5.46348468,3.668090752,-3.206495962,4.016991232,-3.449013656,1.700671106,-3.09357962,6.231358233,0.99101752,3.761398609,-1.564897918,-3.731453513,2.394228681,-4.436435151,-1.105075819,-0.830590599,-2.40668475,-5.401516048,-2.195060818,-2.222197118,0.706781097,-2.345816847,-0.947862652,2.678352514,-1.104538308,0.653074743,1.150631422,2.433372519,2.776184327,4.832986062,0.215445317,-2.501891899,-1.750576429,-1.908701311,-4.136374437,-2.419516278,0.341650522,-3.597619429,-4.88421243,1.717627277,0.086030367,0.498506749,1.843454691,2.699017728,-3.061185017,-2.985930973
Validation|LLDeep_0011,-3.863857884,5.957780918,-3.148236564,-1.596204074,6.867708609,6.27503261,5.980993821,-3.431798842,-2.487152827,-3.674316536,1.474914335,-3.3188825,3.297735812,0.765272807,4.703668878,-1.790200798,-3.956756393,2.16847191,-4.661738031,-1.330378699,5.824290375,-2.63198763,-5.626818927,-2.420363698,-2.447499997,0.481478217,-2.571119727,-1.173165531,2.452834048,-1.329841188,0.427771863,0.924874652,3.893893108,2.550522215,-2.081315753,4.605553492,-2.727194779,-1.975879309,-2.134004191,-4.361677317,-2.644819158,0.116347642,4.962923185,-5.10951531,3.18905388,3.943445919,1.783889262,1.618151811,4.725838047,-3.286487897,-3.211233853
Validation|LLDeep_0012,-3.649841182,4.92766273,-2.934219862,-1.382187372,6.206962238,3.963472898,6.206736773,-3.21778214,3.812852033,-3.460299834,1.687425283,-3.104865798,3.466817469,4.088273911,7.121936926,-1.576184096,-3.742739691,2.380982858,-4.447721329,-1.116361997,5.823144909,-2.417970928,-5.412802225,-2.206346996,-2.233483295,0.695494919,-2.357103025,-0.959148829,2.666135924,-1.115824486,1.613570416,1.1373856,2.422086341,2.76334743,-1.867299051,3.739490751,-2.513178077,-1.761862607,-1.919987489,-4.147660615,-2.430802456,0.330364344,-3.608905607,-4.895498608,7.069490015,3.470737748,0.487220572,1.832168513,-3.363994658,-3.072471195,-2.997217151
Validation|LLDeep_0015,-3.897102944,4.888500661,-3.181481625,-1.629449134,6.015221229,4.775038228,6.796805449,-3.465043903,-2.520397888,-3.707561597,1.440119908,-3.352127561,3.219531672,0.730519582,5.876171939,-1.823445859,-3.990001454,2.133677483,-4.694983092,-1.36362376,4.121868503,-2.665232691,-5.660063988,-2.453608759,-2.480745058,0.448233156,-2.604364788,-1.206410592,2.418853466,-1.363086248,0.394526802,0.890080225,2.174824578,2.516051163,4.879286589,-0.043102624,-2.76043984,-2.00912437,6.535753509,-4.394922378,-2.678064219,0.083102581,4.345615293,-5.142760371,5.715848195,-0.172517574,0.239958809,1.58490675,3.599378418,-3.319732958,-3.244478914
Validation|LLDeep_0018,-3.950614638,5.732968883,-3.234993319,-1.682960829,5.928388524,5.594632642,6.418252963,-3.518555597,-2.573909582,-3.761073291,1.387528413,-3.405639255,3.166527198,0.677903609,5.318031454,-1.876957553,-4.043513148,2.081085988,-4.748494786,-1.417135454,5.139095439,-2.718744385,-5.713575682,-2.507120453,-2.534256752,0.394721462,-2.657876482,-1.259922286,2.36577854,-1.416597943,5.244421689,0.83748873,3.643747968,2.463267561,2.39378356,2.918795908,-2.813951534,-2.062636064,6.634587061,4.606099413,-2.731575913,0.029590887,1.335618816,-5.196272065,0.358250775,-0.226029268,0.186447115,1.531395056,-3.664768114,-3.373244652,-3.297990608
Validation|LLDeep_0021,-3.779564632,4.473908867,-3.063943313,-1.511910823,6.841726781,3.824649777,5.182511641,-3.347505591,-2.402859576,-3.590023285,1.559292858,-3.234589249,3.457518517,0.849649064,5.639163523,-1.705907547,-3.872463142,2.252850433,-4.57744478,-1.246085448,6.30149903,-2.547694379,-5.542525676,-2.336070447,-2.363206746,0.565771468,-2.486826476,-1.08887228,2.537167797,-1.245547937,7.196227717,1.009253174,4.584351819,2.634882951,-1.997022502,0.074435688,-2.642901528,-1.891586058,-2.04971094,2.436200546,-2.560525907,0.200640893,2.761164307,-5.025222059,4.308074867,-0.054979262,0.357497121,1.702445062,1.74324093,-3.202194646,-3.126940602
Validation|LLDeep_0022,-3.751170185,5.567876063,-3.035548865,-1.483516375,7.568766326,5.973229251,5.609444059,-3.319111143,-2.374465128,-3.561628837,1.586867837,-3.206194801,3.365913748,0.877245825,5.04158453,-1.677513099,-3.844068694,2.280425412,-4.549050332,-1.217691,5.269981959,-2.519299931,-5.514131228,-2.307675999,-2.334812298,0.594165916,-2.458432028,-1.060477833,2.565173131,-1.217153489,0.540459562,1.036828153,2.320757338,2.662628904,4.388158663,4.855073484,-2.61450708,-1.86319161,-2.021316492,-4.248989618,-2.532131459,0.229035341,-3.71023461,-4.996827611,4.362601294,4.474067004,0.385891568,1.73083951,4.40447122,-3.173800198,-3.098546154
Validation|LLDeep_0024,-3.860155433,4.553817309,-3.144534114,-1.592501623,4.24626309,3.612831672,4.176647013,-3.428096392,0.587042153,-3.670614085,1.478934922,-3.31518005,3.257508783,0.769284942,6.686803952,-1.786498347,-3.953053943,2.172492497,-4.658035581,-1.326676248,7.070416262,-2.62828518,-5.623116477,-2.416661248,-2.443797547,6.2334334,-2.567417276,-1.169463081,2.456687599,-1.326138737,0.431474313,0.928895238,2.21177209,2.554476451,-2.077613303,-0.006155113,-2.723492329,-1.972176859,4.570649627,4.317252377,-2.641116708,0.120050093,-3.819219858,-5.105812859,5.918681739,-0.135570063,3.744745112,1.621854261,0.15968441,-3.282785446,-3.207531403
Validation|LLDeep_0026,-3.058743173,4.781087268,-2.343121854,-0.791089363,3.561954574,-3.373955154,0.869316979,-2.626684132,-1.682038117,-2.869201826,2.277374748,-2.51376779,4.057282673,1.567803842,7.968737146,-0.985086088,-3.151641683,2.970932323,-3.856623321,-0.525263989,7.975831157,-1.82687292,-4.821704217,-1.615248988,-1.642385287,6.43053629,-1.766005017,-0.368050821,3.256689065,-0.524726477,1.232886573,1.727335065,3.013184349,3.35353686,-1.276201043,0.795257147,-1.922080069,-1.170764599,-1.328889481,-3.556562607,-1.839704448,0.921462352,-3.017807598,-4.3044006,2.651463406,0.665842197,3.917229105,2.423266521,-2.772896649,-2.481373187,-2.406119143
Validation|LLDeep_0027,-3.193059741,5.008914798,-2.477438422,-0.925405931,5.552130248,3.797556933,0.735000411,-2.7610007,-1.816354685,-3.003518394,2.143453633,-2.648084358,3.923183948,1.433872193,8.595614572,-1.119402656,-3.285958251,2.837011208,-3.990939889,-0.659580557,6.332446691,-1.961189488,-4.956020785,-1.749565556,-1.776701855,1.152276359,-1.900321585,-0.502367389,3.122560062,-0.659043046,1.098570005,1.593413949,2.878867781,3.219533098,3.803473543,0.660940579,-2.056396637,-1.305081167,-1.463206049,-3.690879175,-1.974021016,0.787145784,-3.152124166,-4.438717168,3.08927396,0.531525629,0.944002012,2.288949953,-2.907213217,-2.615689755,-2.540435711
Validation|LLDeep_0028,-3.731781465,3.95951521,-3.016160145,-1.464127655,5.752011013,5.742446815,4.180429187,-3.299722423,-2.355076408,-3.542240117,1.60613246,-3.186806081,4.818461267,0.896513748,5.313425811,-1.658124379,-3.824679974,2.299690035,-4.529661613,-1.19830228,6.353256683,-2.499911211,-5.494742509,-2.288287279,-2.315423579,0.613554636,-2.439043308,-1.041089113,2.58450294,-1.197764769,7.484114776,1.056092776,2.340146058,2.681919429,-1.949239335,0.122218856,-2.59511836,-1.84380289,5.67492457,-4.229600898,-2.512742739,0.248424061,4.066206543,-4.977438891,3.908868798,-0.007196094,0.405280288,1.75022823,-0.426711764,-3.154411478,-3.079157434
Validation|LLDeep_0029,-3.351593365,7.80677062,-2.635972046,-1.083939555,5.484945699,6.043066254,0.576466787,-2.919534323,4.092405135,-3.162052017,1.984958798,-2.806617982,3.764671694,1.275376326,4.048360247,-1.277936279,-3.444491875,2.678516373,-4.149473513,-0.81811418,6.138866321,-2.119723112,-5.114554409,-1.908099179,-1.935235479,0.993742736,-2.058855208,-0.660901013,2.964044839,-0.817576669,0.940036381,1.434919115,2.720334158,3.061030158,2.024634013,0.502406955,-2.214930261,-1.46361479,-1.621739673,-3.849412798,-2.132554639,0.628612161,-3.31065779,-4.597250791,5.540729003,0.372992006,0.785468388,2.130416329,-3.065746841,-2.774223378,-2.698969334
Validation|LLDeep_0030,-3.548776626,5.799991232,-2.833155307,-1.281122816,5.325350309,5.196302146,0.379283526,-3.116717584,-2.17207157,-3.359235278,1.787759898,-3.003801243,3.567479817,1.078177842,6.867798108,-1.47511954,-3.641675136,2.481317473,-4.346656774,-1.015297441,6.612201738,-2.316906373,-5.31173767,-2.10528244,-2.13241874,0.796559475,-2.256038469,-0.858084274,2.766854159,-1.01475993,1.085024599,1.237720215,2.523150897,2.863834526,4.837383009,0.305223694,-2.412113522,-1.660798052,-1.818922934,6.88810097,-2.3297379,0.4314289,-3.507841051,-4.794434052,5.914924581,0.175808745,0.588285127,1.933233068,-3.262930102,-2.971406639,-2.896152595
Validation|LLDeep_0033,-3.636953316,5.862329871,-2.921331997,-1.369299506,6.282603319,5.542829759,6.948647309,-3.204894275,-0.049591618,-3.447411968,1.702830827,-3.091977933,3.486401955,0.993162424,5.412236328,-1.563296231,-3.729851826,2.396388402,-4.434833464,-1.103474132,4.497357741,-2.405083063,-5.39991436,-2.193459131,-2.22059543,3.901625857,-2.34421516,-0.946260964,2.680219323,-1.10293662,7.341857111,1.152791144,3.487102571,2.778227717,-1.854411186,0.217047004,-2.500290212,-1.748974742,-1.907099624,-4.13477275,-2.417914591,0.34325221,-3.596017741,-4.882610742,2.945886423,0.087632054,0.500108437,1.845056378,3.845791034,-3.05958333,-2.984329286
Validation|LLDeep_0034,-3.52942061,3.000746015,-2.813799291,-1.261766801,3.149029637,1.934908553,7.56800555,-3.097361569,-2.152715554,-3.339879263,1.809608958,-2.984445227,3.588210079,1.099960592,5.402703076,-1.455763525,-3.62231912,2.503166533,-4.327300758,-0.995941426,7.691469599,-2.297550357,-5.292381654,-2.085926425,-2.113062724,3.518502055,-2.236682454,-0.838728258,2.787393549,-0.995403915,0.762209136,1.259569274,2.542506912,2.885163163,-1.74687848,0.963966477,-2.392757506,-1.641442036,-1.799566918,4.175341885,-2.310381885,0.450784915,3.227931471,-4.775078037,4.852348287,0.19516476,1.857695524,1.952589084,-3.243574086,-2.952050624,-2.87679658
Validation|LLDeep_0037,-3.512641316,5.51406321,-2.797019997,-1.244987506,4.076858453,4.003672128,6.518228792,-3.080582274,-2.13593626,-3.323099968,1.826515932,-2.967665933,3.605059796,1.116864175,6.396486456,-1.43898423,-3.605539826,2.520073507,-4.310521464,-0.979162131,4.995028559,-2.280771063,-5.27560236,-2.06914713,-2.09628343,4.626476095,-2.219903159,-0.821948964,2.804233491,-0.97862462,7.932642332,1.276476248,2.559286207,2.902043512,0.59071967,0.341359004,-2.375978212,-1.624662742,-1.782787624,-4.01046075,-2.29360259,0.46756421,2.417638614,-4.758298742,-2.602194951,0.211944055,0.624420437,1.969368378,1.084672596,-2.935271329,-2.860017285
Validation|LLDeep_0039,-3.268126325,7.210402629,-2.552505006,-1.000472515,7.786406885,6.261320655,1.152040118,-2.836067284,6.071620568,-3.078584977,2.068049329,-2.723150942,7.069148157,1.358476885,4.131827287,-1.194469239,-3.361024835,2.761606904,-4.066006473,-0.734647141,2.178785799,-2.036256072,-5.031087369,-1.82463214,-1.851768439,1.077209775,-1.975388169,-0.577433973,3.047333294,-0.734109629,1.299495927,1.518009645,2.803801197,3.144199373,-1.485584195,0.585873995,-2.131463221,-1.380147751,-1.538272633,-3.765945759,-2.0490876,0.712079201,-3.22719075,-4.513783751,1.448779156,0.456459045,0.868935428,2.213883369,-2.982279801,-2.690756339,-2.615502295
Validation|LLDeep_0043,-3.535636046,3.716938975,-2.820014727,-1.267982236,3.298966839,0.972638273,7.844918071,-3.103577005,-2.15893099,-3.346094698,1.80282001,-2.990660663,3.581678369,1.093186885,4.864276696,-1.46197896,-3.628534556,2.496377585,-4.333516194,-1.002156862,6.904910096,-2.303765793,-5.29859709,-2.092141861,-2.11927816,5.835360089,-2.24289789,-0.844943694,2.780905747,-1.00161935,5.166842466,1.252780327,2.536291476,2.878493845,-1.753093916,1.700713334,-2.398972942,-1.647657472,-1.805782354,4.50597884,-2.316597321,0.44456948,4.571896311,-4.781293472,-2.287642631,0.188949324,1.248567794,1.946373648,-3.249789522,-2.95826606,-2.883012016
Validation|LLDeep_0047,-3.671298319,3.748047651,-2.955676999,-1.403644509,5.89508992,3.64925478,6.95292987,-3.239239277,-2.294593262,-3.481756971,1.666566317,-3.126322935,3.445690031,0.956948916,6.923915066,-1.597641233,-3.764196828,2.360123892,-4.469178467,-1.137819134,4.797350922,-2.439428065,-5.434259363,-2.227804133,-2.254940433,0.674037782,-2.378560162,-0.980605967,2.644962689,-1.137281623,6.927396166,1.116526634,2.400629204,2.742363574,3.901739788,0.182702002,-2.534635214,-1.783319744,5.767353203,-4.169117752,-2.452259593,0.308907207,3.006536914,-4.916955745,0.890299252,0.053287052,0.525219935,1.810711376,-3.385451795,-3.093928332,-3.018674288
Validation|LLDeep_0052,-3.35147923,4.746786524,-2.63585791,-1.08382542,6.816890858,4.775800558,8.225209604,-2.919420188,1.481422724,-3.161937882,1.985786992,-2.806503846,3.765179287,1.276185511,5.621601528,-1.277822144,-3.444377739,2.679344567,-4.149359377,-0.818000045,5.678251644,-2.119608976,-5.114440274,-1.907985044,-1.935121343,3.537258506,-2.058741073,-0.660786878,2.964497761,-0.817462534,0.940150517,1.435747308,2.720448293,3.061709189,4.298983826,0.502521091,-2.214816125,-1.463500655,-1.621625537,-3.849298663,-2.132440504,0.628726296,-3.310543655,-4.597136656,-2.441032865,0.373106141,0.785582523,2.130530465,-3.065632706,-2.774109243,-2.698855199
Validation|UMCG0333264,-3.076579008,3.412139973,-2.360957688,-0.808925198,6.156241222,-3.391790988,8.451658615,-2.644519966,-1.699873951,-2.88703766,2.259835235,-2.531603625,4.144895653,6.732996547,6.017893129,-1.002921922,-3.169477517,2.95339281,-3.874459156,-0.543099823,-0.268614603,-1.844708755,-4.839540052,-1.633084822,-1.660221122,6.517591524,-1.783840851,-0.385886656,3.238993774,-0.542562312,1.215050739,1.709795552,2.995348515,3.335935416,-1.294036878,5.229516902,-1.939915903,-1.188600433,-1.346725315,-3.574398441,-1.857540282,0.903626518,-3.035643433,-4.322236434,-2.166132643,0.648006363,1.060482745,2.405430687,-2.790732484,-2.499209021,-2.423954977
Validation|UMCG1180653,-3.626761788,2.726072411,-2.911140468,-1.359107978,4.361084174,3.164090691,6.87539989,-3.194702746,3.89239957,-3.43722044,1.714791971,-3.081786405,3.492261884,1.005076631,4.852232093,-1.553104702,-3.719660297,2.408349546,-4.424641936,-1.093282603,6.829783135,-2.394891535,-5.389722832,-2.183267602,-2.210403902,0.718574313,-2.334023631,-0.936069436,2.691252109,-1.092745092,0.664867958,1.164752288,2.445165735,2.789820297,-1.844219658,2.960965027,-2.490098684,-1.738783213,5.591619889,7.33827725,-2.407723062,0.353443738,-3.585826213,-4.872419214,-2.716315423,3.556535209,0.510299965,1.855247906,-3.340915264,-3.049391801,-2.974137757
Validation|UMCG1576297,-3.109928664,3.224540473,-2.394307344,-0.842274854,7.710451135,-3.425140644,0.818131488,-2.677869622,-1.733223607,-2.920387316,2.2274525,-2.564953281,6.905648553,1.51784796,4.290024948,-1.036271578,6.907782465,2.921010075,-3.907808812,-0.576449479,-0.301964259,-1.878058411,-4.872889708,-1.666434478,-1.693570778,1.235407437,-1.817190507,-0.419236312,3.206102873,-0.575911968,1.181701082,1.677412816,2.961998859,3.303350695,3.260436932,7.692359226,-1.97326556,-1.221950089,-1.380074972,-3.607748097,-1.890889938,0.870276862,-3.068993089,-4.35558609,-2.199482299,0.614656707,1.027133089,2.37208103,-2.82408214,-2.532558677,-2.457304633
Validation|UMCG1705352,-3.929509234,3.821215618,-3.213887914,-1.661855424,3.844226648,5.660075884,6.062238257,-3.497450192,-2.552804177,-3.739967886,1.410363747,-3.38453385,3.18858672,0.700692985,5.214999649,-1.855852148,-4.022407743,2.103921322,-4.727389382,-1.396030049,6.093781655,-2.697638981,-5.692470278,-2.486015048,-2.513151348,3.072074062,-2.636771077,-1.238816882,2.387705619,-1.395492538,6.252522577,0.860324064,2.142418289,2.485742122,4.853337283,3.436081504,-2.792846129,-2.041530659,-2.199655541,6.363755895,-2.710470508,0.050696292,-3.888573659,-5.17516666,5.996013232,-0.204923863,1.137300419,1.552500461,-0.406338688,-3.352139247,-3.276885203
Validation|UMCG1708847,-3.398989032,5.361647795,-2.683367713,-1.131335222,4.932621442,5.748549212,0.52907112,-2.96692999,-2.022283976,-3.209447684,1.941393167,-2.854013649,4.354111578,1.231708892,4.985438719,-1.325331946,-3.491887542,2.634950742,-4.19686918,-0.865509847,7.161213013,-2.167118779,-5.161950076,-1.955494846,-1.982631146,0.946347069,-2.106250875,-0.70829668,2.918467829,-0.864972336,7.960406674,1.391353483,5.188862821,3.01666544,1.958953377,0.455011288,-2.262325928,-1.511010458,-1.66913534,-3.896808466,-2.179950306,0.581216494,-3.358053457,-4.644646458,4.851057607,0.325596339,0.738072721,2.083020662,-3.113142508,-2.821619045,-2.746365001
Validation|UMCG2023308,-2.842827193,3.490949527,-2.127205874,-0.575173383,8.525269996,-3.158039174,1.085232959,-2.410768152,3.854661195,-2.653285845,2.493850763,-2.29785181,6.494632499,1.784264942,4.557126419,-0.769170108,-2.935725703,3.187408338,-3.640707341,-0.309348009,0.91408896,-1.61095694,-4.605788237,-1.399333008,-1.426469307,3.392096149,-1.550089037,-0.152134841,3.472870684,-0.308810497,1.448802553,1.94381108,3.229100329,3.56989584,-1.060285063,1.011173127,-1.706164089,-0.954848619,-1.112973501,-3.340646627,-1.623788468,1.137378333,-2.801891618,-4.088484619,-1.932380829,0.881758177,1.29423456,2.639182501,-2.556980669,-2.265457207,-2.190203163
Validation|UMCG2136686,-3.414779562,6.3564898,-2.699158243,-1.147125752,6.283377311,5.5151637,8.101876772,-2.982720521,4.078742785,-3.225238215,1.922892554,-2.869804179,3.826709157,1.213280274,3.98517405,-1.341122477,-3.507678072,2.616450129,-4.21265971,-0.881300378,5.165140669,-2.182909309,-5.177740606,-1.971285377,-1.998421676,0.930556538,-2.122041406,-0.72408721,2.901390062,-0.880762866,0.876850184,1.37285287,4.702679624,2.99873,-1.632237432,0.439220758,-2.278116458,-1.526800988,-1.68492587,-3.912598996,-2.195740837,0.565425963,-3.373843987,-4.660436989,4.379713933,0.309805808,0.722282191,2.067230132,-3.128933038,-2.837409576,-2.762155532
Validation|UMCG2739287,-3.569158166,3.452197127,4.504876269,-1.301504356,7.237755513,7.319174204,0.784840917,-3.137099124,4.085777804,-3.379616818,1.76912651,-3.024182783,5.738716876,1.05949794,3.830795446,-1.49550108,-3.662056676,2.462684085,-4.367038314,-1.035678981,4.785300085,-2.337287913,-5.33211921,-2.125663981,-2.15280028,5.249041836,-2.276420009,-0.878465814,2.747302252,-1.03514147,0.72247158,1.219086827,2.502769357,2.844836104,-1.786616036,0.284842154,-2.432495062,-1.681179592,-1.839304474,-4.0669776,-2.35011944,0.41104736,6.283265967,-4.814815592,-2.658711802,0.155427204,0.567903587,1.912851528,-3.283311642,-2.991788179,-2.916534136
Validation|UMCG2788516,-2.882530544,7.221305344,6.609481394,-0.614876734,3.743212041,-3.197742525,1.045529608,-2.450471503,-1.505825488,-2.692989196,2.459232149,-2.337555161,8.808383395,1.749511273,4.517423068,-0.808873458,-2.975429054,3.152789724,-3.680410692,-0.34905136,-0.07456614,-1.650660291,-4.645491588,-1.439036359,-1.466172658,1.462805556,-1.589792388,-0.191838192,3.435582729,-0.348513848,1.409099202,1.909192465,3.189396978,3.534216993,-1.099988414,0.971469776,-1.74586744,-0.99455197,-1.152676852,-3.380349978,-1.663491819,1.097674982,-2.841594969,-4.12818797,-1.97208418,0.842054826,1.254531209,2.59947915,-2.59668402,-2.305160558,-2.229906514
Validation|UMCG3243705,-4.018088003,3.772091598,-3.302466683,-1.750434193,4.774662616,3.860989387,6.69480498,-3.586028961,-2.641382946,-3.828546655,1.322389215,-3.473112619,3.100341384,0.612702419,4.728383182,-1.944430917,-4.110986512,2.01594679,-4.81596815,-1.484608818,6.209382932,-2.786217749,-5.781049046,-2.574593817,-2.601730116,0.327248098,-2.725349846,-1.32739565,2.299414024,-1.484071307,0.273541744,0.772349532,2.05383952,2.397641695,-2.235545872,4.202591584,-2.881424898,-2.130109428,5.758817394,6.075670729,-2.799049277,-0.037882477,4.136141943,-5.263745429,5.561515559,-0.293502632,0.118973751,1.463921692,4.150542219,-3.440718016,-3.365463972
Validation|UMCG3299495,-3.157082343,3.18038574,-2.441461024,-0.889428534,8.617469708,-3.472294324,3.657615815,-2.725023302,-1.780377287,-2.967540996,2.183344411,-2.61210696,3.961319193,1.473658954,6.348089252,-1.083425258,-3.249980853,2.876901986,-3.954962491,-0.623603159,-0.349117939,-1.92521209,-4.920043387,-1.713588158,-1.740724457,1.188253757,-1.864344187,-0.466389991,3.160395696,-0.623065648,1.134547403,1.633304727,2.914845179,3.258607402,5.710754455,0.696917977,-2.020419239,-1.269103769,-1.427228651,-3.654901777,-1.938043618,0.823123182,-3.116146769,-4.40273977,5.353600004,0.567503027,0.97997941,2.324927351,3.426982021,-2.579712357,-2.504458313
Validation|UMCG3321127,-3.392758783,4.83776909,-2.677137464,-1.125104974,4.882769124,-3.707970764,8.196729368,-2.960699742,3.929299066,-3.203217436,1.944787053,-2.8477834,3.929653419,1.235178132,4.007194829,-1.319101698,-3.485657293,2.638344628,-4.190638931,-0.859279599,6.440178009,-2.16088853,-5.155719827,-1.949264598,-1.976400897,0.952577317,-2.100020627,-0.702066431,2.923350905,-0.858742088,0.898870963,1.394747369,4.99471874,3.020650863,-1.610216653,0.461241537,-2.256095679,-1.504780209,-1.662905091,-3.890578217,-2.173720058,0.587446742,4.320922459,-4.63841621,-2.482312419,0.331826587,0.74430297,2.089250911,5.68519109,-2.815388797,-2.740134753
