"","ID","Name","FDR","Control","IBD","UC","CD"
"134","Keto.acids.and.derivatives","Keto acids and derivatives",0.0727010374570938,1.023168330042,0.0322323388220989,-0.157778512330433,0.196332619362922
"135","Indolines","Indolines",0.0738182632131755,-1.12662660622198,-0.403624284517401,-0.906417663899102,0.0306063613122501
"136","Long.chain.fatty.acids","Long-chain fatty acids",0.0977362030864918,4.89342505318434,4.34077125939683,4.3091498630798,4.36808064712518
"137","Hydroxyeicosatrienoic.acids","Hydroxyeicosatrienoic acids",0.0987688257888556,0.176759838417806,-0.845516305959623,-0.968877268696355,-0.73897729268699
"138","Brassinolides.and.derivatives","Brassinolides and derivatives",0.170177760507049,2.79022871237438,2.40848839164465,2.07621381337948,2.69545280014638
"139","Dipeptides","Dipeptides",0.170539356015688,4.04520730962774,3.14868740920632,3.22416907102834,3.08349870126911
"140","Thiocarboxylic.acids.and.derivatives","Thiocarboxylic acids and derivatives",0.186633993388848,-2.70686983432028,-4.31328821532876,-5.59112342898055,-3.20970325808404
"141","Biphenols","Biphenols",0.198006361513092,-1.24514729380485,-2.08412547500984,-2.37936683218606,-1.8291443029031
"142","Isoflavonoids","Isoflavonoids",0.198006361513092,2.03560882789921,2.71497087209099,2.43008631126702,2.96100753825716
"143","Androgens.and.derivatives","Androgens and derivatives",0.232599472470416,2.12828397793546,1.12878000270691,1.18667059313441,1.07878358370133
"144","Annonaceous.acetogenins","Annonaceous acetogenins",0.232599472470416,2.52066357148758,1.92136755514618,1.71042343591946,2.10354656720562
"145","Tetrahydrofurans","Tetrahydrofurans",0.232599472470416,-0.437140149495606,-1.34628817987671,-1.50836100292017,-1.20631619633917
"146","Hydroxycinnamic.acids.and.derivatives","Hydroxycinnamic acids and derivatives",0.238265412893518,1.23023496853431,0.292197314987332,0.537507677154179,0.0803383658432365
"147","Flavonoids","Flavonoids",0.264843084727831,3.73384792367844,2.98311615723416,2.91239274246233,3.04419546999165
"148","Sesquaterpenoids","Sesquaterpenoids",0.267615738031645,-2.25123119095815,-3.63432817575536,-3.60472831461491,-3.65989169219484
"149","O.methylated.isoflavonoids","O-methylated isoflavonoids",0.274471068600971,-0.409005921619128,-1.26602198906986,-1.57791514247721,-0.996659720218052
"150","X21.hydroxysteroids","21-hydroxysteroids",0.353474170089081,-0.0589521141662065,-0.935144163527145,-1.20592575184325,-0.701287337254142
"151","Carboxylic.acids","Carboxylic acids",0.421500700223802,-0.274138655296678,-1.28692917864516,-1.44192403266699,-1.15306998653539
"152","Androstane.steroids","Androstane steroids",0.433376927858909,-0.352754774590789,-1.31119143811069,-1.20854941554317,-1.39983682123718
"153","Alkyl.phenylketones","Alkyl-phenylketones",0.442180296470761,3.68810098262342,2.92445474579921,2.85921000095221,2.98080247998525
"154","Eremophilane..8.9.secoeremophilane.and.furoeremophilane.sesquiterpenoids","Eremophilane, 8,9-secoeremophilane and furoeremophilane sesquiterpenoids",0.442180296470761,-0.297740890357316,0.356151443859026,-0.00652735161902789,0.669374039953708
"155","Long.chain.fatty.alcohols","Long-chain fatty alcohols",0.442180296470761,3.54249260976286,2.52579219063423,2.57125133617497,2.4865320194854
"156","Triacylglycerols","Triacylglycerols",0.504202620318887,4.10720479537763,3.48390226593906,3.23583705727646,3.69814040069312
"157","Sphingolipids","Sphingolipids",0.510957684809225,2.41836697648643,2.39629396614567,2.13764296127899,2.61967437943962
"158","Carotenes","Carotenes",0.555604960498158,-0.959574072615718,-1.88933393202622,-1.84010957060389,-1.93184588052733
"159","Glycosyldiacylglycerols","Glycosyldiacylglycerols",0.650193082038369,-1.56963360945173,-1.11838149122013,-1.61048568557181,-0.693382414280048
"160","Endocannabinoids","Endocannabinoids",0.780969039861224,-3.97882896528374,-3.79248253094997,-2.89941292267295,-4.56376991991649
"161","Diarylheptanoids","Diarylheptanoids",0.824797407232531,-2.63245426977642,-2.97953775250976,-3.46173589888435,-2.56309389882262
"162","Xanthophylls","Xanthophylls",0.899200237409137,-2.33456061460994,-3.65411016760211,-3.39511294277521,-3.87778958904352
